,title,developer,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting,item_id,playtime_forever,user_id,recommend,sentiment_score,posted_year
322154,Super Galaxy Squadron EX Turbo,Synset,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345860,35,76561198045884541,False,2,2014
861969,Super Meat Boy,Team Meat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40800,79,76561198094149935,True,2,2014
644071,Peggle Extreme,"PopCap Games, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483,3,cyroth,True,2,2011
694476,The Basement Collection,"Edmund McMillen,Tyler Glaiel",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214790,71,tabpol95,False,0,2014
294997,FORCED: Slightly Better Edition,BetaDwarf,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,249990,77,yukiist,True,2,2014
875910,Tomb Raider,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203160,47,BaaBaaCowSheep,True,2,2014
490418,Jet Set Radio,Blit Software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205950,22,tortoisecreative,True,2,2013
1459138,Nidhogg,Messhof,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94400,32,shadowxskills,True,2,2015
272557,Omikron: The Nomad Soul,Quantic Dream,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243000,5,seantheextraprawnsheepguy,True,2,2013
488856,FIREFIGHT RELOADED,"Bitl,Cobalt-57",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397680,58,pannu,True,2,2015
58561,Prison Architect,Introversion Software,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233450,32,Mastic,False,0,2015
1223385,You Have to Win the Game,Minor Key Games,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286100,25,KurusuElVAC,True,2,2014
376819,STAR WARS™ Jedi Knight II - Jedi Outcast™,"Raven Software,Aspyr (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030,21,seek83,True,0,2014
950016,Divine Souls F2P MMO,GamePrix,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,300040,64,akiomio,True,2,2014
601014,Volume,Bithell Games,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365770,2,76561198008827809,True,0,2014
418752,Fistful of Frags,Fistful of Frags Team,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265630,70,KawaiiKrillin,True,2,2011
154767,Amnesia: The Dark Descent,Frictional Games,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57300,18,AzzX,True,2,2011
1488557,McPixel,Sos,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,220860,44,themajesticlemon,True,2,2013
902496,Crysis 2 - Maximum Edition,Crytek Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108800,50,76561198044831412,True,2,2015
1017251,Kentucky Route Zero,Cardboard Computer,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231200,4,finnzag1,True,2,2014
649206,The Four Kings Casino and Slots,Digital Leisure Inc.,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260430,1,SpiicyOrange,False,2,2015
879829,Trove,Trion Worlds,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,304050,80,Everae,True,2,2012
651594,Toribash,Nabi Studios,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248570,9,faffandtheworldfaffswithyou,True,2,2015
356882,"Papers, Please",3909,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239030,75,legendaneo,True,2,2014
434845,Defy Gravity Extended,Paul Fisch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96100,49,guwopguccimane,True,2,2012
1436284,Super Meat Boy,Team Meat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40800,79,Bigojones,True,0,2014
708348,VEGA Conflict,KIXEYE,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,339600,39,76561198066133892,True,2,2014
878861,STARWHAL,Breakfall,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263020,10,76561198041122979,True,2,2014
1161005,World of Goo,2D BOY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,15,mrhuffenpuff,True,2,2014
359809,Loadout,Edge of Reality,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208090,46,cyrus2233,True,2,2013
807671,The Stanley Parable,Galactic Cafe,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221910,85,wasntthereanumberhere,True,0,2013
820384,Worms Revolution,Team17 Digital Ltd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200170,6,TzakShrike,True,2,2014
803374,Crysis 2 - Maximum Edition,Crytek Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108800,21,TetisTiger,False,2,2015
315684,Crayon Physics Deluxe,Kloonigames,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26900,23,loadsamoney,False,2,2015
37015,Poker Night at the Inventory,Telltale Games,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31280,85,yellomit2k,True,2,2014
1473419,Medal of Honor: Airborne,EA Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24840,35,ArekkusuRaku,True,2,2014
585442,Small World 2,Days of Wonder,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235620,26,76561198034465295,True,2,2015
567264,Arma II: DayZ Mod,Bohemia Interactive,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224580,99,thecoolestguyyouwillevermeet,True,2,2014
112617,Red Faction II,"Volition, Inc.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20550,47,Shredderman962,True,0,2014
1134868,Five Nights at Freddy's,Scott Cawthon,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319510,42,impurepaladin,True,2,2014
606907,The Great War 1918,"Relic Entertainment,The Great War 1918 Development Team",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314420,1,76561198066916378,True,2,2015
306240,The Way of Life Free Edition,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310370,7,SgazyRQ,True,2,2014
1262889,The Stanley Parable,Galactic Cafe,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221910,86,pearsonlikesdick,True,2,2014
193372,Miner Wars 2081,Keen Software House,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223430,47,76561198004924076,True,2,2014
918172,Fractal: Make Blooms Not War,Cipher Prime Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61310,36,burningfeetman,True,0,2011
1273051,RaceRoom Racing Experience,Sector3 Studios,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211500,14,innocentguy,True,2,2015
815436,Worlds Adrift Island Creator,Bossa Studios,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271920,45,heylistenm8,True,2,2013
1550128,Deepworld,Bytebin,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,340810,22,76561198051831438,False,2,2014
1510414,Wargame: Airland Battle,Eugen Systems,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222750,1,76561198093768306,False,0,2015
1173049,Commandos 3: Destination Berlin,Pyro Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6840,5,JyizerHD,True,2,2015
1396324,The Forgotten Ones,Bernt Andreas Eide,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314280,54,76561198012572074,True,2,2013
707816,Goat Simulator,Coffee Stain Studios,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265930,68,KHANIMAX,True,2,2014
400629,The Isle,Afterthought LLC,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,376210,39,76561198076701454,True,2,2013
1468202,Warface,Crytek,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,291480,64,OfficialAlang,True,2,2014
1475674,Goat Simulator,Coffee Stain Studios,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265930,52,76561198083640655,True,0,2015
134847,Jigoku Kisetsukan: Sense of the Seasons,Emad,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368950,70,SemiSalad,True,2,2014
1466600,Insurgency,New World Interactive,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222880,50,magically,True,2,2013
1276294,METAL GEAR RISING: REVENGEANCE,PlatinumGames,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235460,37,76561198008825050,True,2,2014
194858,Revenge of the Titans,Puppygames,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93200,14,holastickboy,False,0,2014
791217,Bionic Dues,"Arcen Games, LLC",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238910,96,76561198044023118,True,2,2015
132543,Counter-Strike: Condition Zero,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4,76561198004203858,True,2,2014
632083,Spacebase DF-9,Double Fine Productions,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246090,94,AriakWolf,True,2,2013
395790,Blender,Blender Foundation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,365670,45,sadbadvlad,True,2,2014
905219,To the Moon,Freebird Games,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206440,25,76561198062206091,True,0,2014
289513,Closure,Eyebrow Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,55,Steamified,True,2,2014
294705,Trine 2: Complete Story,Frozenbyte,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35720,83,yukiist,True,2,2015
726882,Empire: Total War™,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,1,NewandImprovedDashie,True,2,2013
830599,Poker Night 2,Telltale Games,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234710,1,wealthybigpenis69,False,2,2014
54810,Sven Co-op,Sven Co-op Team,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225840,6,diego9031,True,2,2013
526331,Woodle Tree Adventures,Fabio Ferrara,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299460,38,komarexpl,True,2,2014
153598,Tank Operations: European Campaign,Linked Dimensions,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258240,3,2571,True,2,2014
931359,DeadCore,5 Bits Games,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284460,95,redsncrimson,True,2,2013
952899,Call of Duty®: Modern Warfare® 2,"Infinity Ward,Aspyr (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10180,98,76561198091938654,True,2,2013
1086047,Death Road to Canada,"Rocketcat Games,Madgarden",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252610,6,dontgetmemed,True,2,2014
207184,Half-Life: Source,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1,zeroblade,True,2,2013
1565768,POSTAL 2,Running With Scissors,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223470,42,jtrkyr,True,2,2014
1384129,Civilization IV®: Warlords,Firaxis Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3990,15,76561198041352302,True,2,2015
46048,Nimbus,Noumenon Games,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,67,Ranneko,True,2,2011
358810,Frozen Free Fall: Snowball Fight,SuperVillain Studios,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357480,1,comin4datbooty,True,2,2015
665830,BattleBlock Theater®,The Behemoth,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,238460,2,KattykitTheKittyKat,True,2,2015
149303,SEGA Mega Drive and Genesis Classics,D3T Limited,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34270,31,AlmightyShippo,False,2,2015
1146007,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",Relic Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,7,gamerxxx21,False,2,2014
902131,"Precipice of Darkness, Episode One",Hothead Games,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,6,76561197985031488,True,2,2015
594272,Teeworlds,Teeworlds Team,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380840,7,NaruseAiria,True,2,2013
1161950,Heroes &amp; Generals,Reto-Moto,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,227940,34,Vashaa,True,2,2015
399923,F.E.A.R. 2: Project Origin,Monolith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16450,25,itsfilfyd,True,2,2014
875519,Grim Fandango Remastered,Double Fine Productions,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,316790,59,Yomani,True,2,2015
635961,Mars: War Logs,Spiders,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232750,55,BlueDragonOfficial,True,2,2014
723342,DreadOut,Digital Happiness,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269790,15,richbags12,True,0,2014
111856,Arma II: DayZ Mod,Bohemia Interactive,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224580,26,Shredderman962,False,0,2014
92236,UnEpic,@unepic_fran,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233980,8,TacticalCrayon,True,2,2012
721963,Blacklight: Retribution,Hardsuit Labs,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209870,35,amr_,False,0,2014
1365611,Cats are Liquid,Last Quarter Studios,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,498330,15,76561198084126030,True,2,2014
1201334,The Escapists: The Walking Dead,Team17 Digital Ltd,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388060,20,AlanJack102,True,2,2014
549600,XCOM: Enemy Unknown,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200510,73,lachlantatton,True,2,2013
1282889,Emily is Away,Kyle Seeley,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417860,10,Kelsoren,True,2,2014
1288272,The Expendabros,Free Lives,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,312990,90,Hawwwk,False,2,2015
929469,Robocraft,Freejam,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,301520,12,A-Very-Sly-Person,True,2,2014
1071162,Crysis 2 - Maximum Edition,Crytek Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108800,58,76561198103433951,True,2,2014
431652,RIFT,Trion Worlds,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39120,99,76561198093834014,True,2,2014
231608,TERA,"Bluehole, Inc.",1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,323370,36,76561198042193560,True,2,2014
1303463,SNOW,Poppermost Productions,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,244930,81,Mcboyo,True,2,2014
51322,Universe Sandbox,Giant Army,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72200,86,NfC_Tank,False,0,2013
508809,The Darkness II,Digital Extremes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67370,35,ErrorT3rm1n4l,True,0,2014
639644,Crysis Warhead®,Crytek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17330,8,auschandler,True,2,2011
772645,Ace of Spades: Battle Builder,Jagex Limited,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224540,47,Zombiepig950,True,0,2013
744825,Skyrim Script Extender (SKSE),The SKSE Team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365720,1,Totesnotasexoffender,False,2,2015
1178085,H1Z1,Daybreak Game Company,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,433850,56,Wolf2311,True,2,2014
791095,Stronghold Crusader HD,FireFly Studios,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40970,85,76561198044023118,False,2,2014
127834,Portal 2,Valve,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,620,96,4801,False,2,2015
393436,Worms Ultimate Mayhem,Team17 Digital Ltd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70600,25,taconic,True,2,2013
393381,The Basement Collection,"Edmund McMillen,Tyler Glaiel",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214790,13,taconic,True,0,2014
8663,Demolition Inc.,Zeroscale,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98600,73,chidvd,True,2,2011
525257,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20900,92,komarexpl,True,0,2014
647156,Max Payne,Remedy Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12140,17,SassyLemon,True,2,2012
1214271,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,Gaijin Games,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218060,11,akopinoy,True,2,2013
778934,Boring Man - Online Tactical Stickman Combat,Spasman Games,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346120,6,paknsave,False,2,2015
972467,McPixel,Sos,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,220860,83,76561198077092391,True,2,2015
909472,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12220,9,76561198043798473,True,2,2015
303040,Big Money! Deluxe,"PopCap Games, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,70,shez13,True,1,2014
23453,World of Guns: Gun Disassembly,Noble Empire Corp.,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262410,22,Wallfinstein,True,2,2015
1262117,Guns and Robots,Masthead Studios Ltd,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,293540,3,alyssawesome,True,2,2014
1307395,Men of War: Red Tide,1C Company,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130,83,76561198027601501,True,2,2012
301649,Sang-Froid - Tales of Werewolves,Artifice Studio,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,227220,64,76561198024826675,False,0,2015
1364219,Robocraft,Freejam,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,301520,77,UserGuy101,True,2,2014
1415209,Contagion,"Monochrome, Inc",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,238430,86,KillerThriller,True,2,2013
578996,Grand Theft Auto: San Andreas,Rockstar Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12120,22,chidori_647,True,2,2013
513455,Ridge Racer™ Unbounded,BUGBEAR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,202310,37,icantwait,True,2,2012
89441,VVVVVV,Terry Cavanagh,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70300,54,76561198062039159,True,2,2014
965597,The Yawhg,"Damian Sommer,Emily Carroll",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269030,8,prettyhm02forawhiteguy,True,2,2015
338284,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,346110,8,Baileaf,True,2,2015
1504511,Time of Dragons,4 I Lab,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,353130,4,76561198165466207,True,0,2014
939549,Poker Night at the Inventory,Telltale Games,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31280,79,brocky0405,True,2,2014
977592,Psychonauts,Double Fine Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,18,76561198060005945,True,2,2014
131804,Sniper Elite V2,Rebellion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63380,66,76561198097470405,True,0,2014
1515000,ArcheBlade™,CodeBrush Games,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207230,27,BlazingDawn,False,0,2014
210910,Prince of Persia: The Two Thrones™,Ubisoft Montreal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13530,21,M0les,True,2,2015
208151,"Papers, Please",3909,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239030,49,LummusMaximus,True,2,2014
1319381,Half-Life 2,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,98,76561198073922626,True,2,2014
48090,Ship Simulator Extremes,VStep,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48800,18,76561198037541199,True,0,2014
1530901,Dungeons of Dredmor,"Gaslamp Games, Inc.",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98800,26,walterlol,True,0,2015
983629,Velvet Sundown,Tribe Studios,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307290,1,PigdogGetSome,True,2,2014
638199,Soccer Manager 2016,Soccer Manager Ltd,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407120,7,kingholica,True,2,2014
705988,Dirty Bomb®,Splash Damage,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333930,35,AguiaAfricana,True,2,2015
1571861,Day of Defeat: Source,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,38,Alzahar,True,2,2014
1258590,Freestyle 2: Street Basketball,Joycity,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,339610,37,luakbar,True,2,2015
1521520,Ethan: Meteor Hunter,Seaven Studio,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266330,85,killrrhubarb,True,2,2013
998809,Emily is Away,Kyle Seeley,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417860,68,76561198064718777,True,2,2015
728296,Retro City Rampage™ DX,"Vblank Entertainment, Inc.",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,204630,14,76561198048590320,True,2,2014
934895,METAL SLUG 3,"SNK CORPORATION,DotEmu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250180,48,dragonchief,False,0,2014
1267714,Bloody Good Time,Outerlight Ltd.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,10,76561198064491730,True,2,2014
53580,Frozen Synapse,Mode 7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98200,3,doctr,True,2,2012
1193698,Counter-Strike: Condition Zero,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,51,reflexaus,False,2,2015
1010663,Neverwinter,Cryptic Studios,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,109600,4,4mrtm,True,2,2014
197189,DARK SOULS™: Prepare To Die™ Edition,FromSoftware,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211420,21,76561198066969630,True,2,2013
686931,BioShock® 2,"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8850,1,Saephin,True,0,2013
239925,Boring Man - Online Tactical Stickman Combat,Spasman Games,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346120,17,76561198064484479,True,0,2015
1267925,Mini Metro,Dinosaur Polo Club,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287980,11,Hobgoblin101,True,2,2015
